Address,City,ZipCode,Bedrooms,Bathrooms,SquareFeet,ListedPrice,RentEstimate,MonthlyCost,
12068 Silver Crown Rd ,1,79928,4,3.5,2512,340000,2590,3137.363019,
12632 Tierra Alzada Dr ,1,79938,4,2.5,2567,419000,2045,3728.72325,
11021 Northview Dr ,1,79934,4,2.5,2529,329999,1630,2939.020499,
966 Brudenal Pl ,1,79928,4,3,2338,350000,2000,3149.697226,
7328 Black Sage Dr ,1,79911,5,3.5,2677,425000,2100,3785.203774,
13724 Paseo Sereno Dr ,0,79928,6,3,2801,320000,2595,2971.694606,
9824 Bomarc St ,1,79924,3,2,1252,170000,1335,1573.48151,
2116 Tim Foster St ,1,79938,3,3,1795,240000,1700,2199.220955,
6664 Tuscany Ridge Dr ,1,79912,6,6.5,6624,1799000,3300,15351.84374,
8802 Magnetic St ,1,79904,4,2,2218,309950,2135,2832.944729,
3224 Old Spanish Trl ,1,79904,4,3,3277,328000,3520,3149.201972,
4756 Loma De Plata Dr ,1,79934,3,2.5,1430,205900,1999,1951.613311,
6633 Mariposa Dr ,1,79912,4,3,2331,395000,2750,3613.801155,
12551 Kari Anne Dr ,1,79928,3,2,1214,214950,1445,1960.369768,
4614 N Stanton St Apt G50 ,1,79902,1,1.5,1272,180000,1300,1652.415716,
7507 Acapulco Ave ,1,79915,3,2,1200,180000,1600,1688.415716,
6420 Amber Nicole Ln ,1,79932,3,3,1603,290000,1495,2590.291987,
1105 Feather Hawk Dr ,1,79912,3,2.5,2319,280000,2000,2567.757781,
11211 Les Peterson Ln ,1,79936,3,2,1369,192000,1495,1775.576764,
2309 Enchanted Owl ,1,79911,4,2.5,2038,469950,2295,4182.292032,
4200 N Stanton St ,1,79902,4,3,2694,589950,1875,5129.502509,
12348 Tierra Limpia Dr ,1,79938,4,2.5,2759,332900,2045,3012.937733,
7901 Morley Dr ,1,79925,3,2,1518,245000,1650,2234.788058,
14 Tbd Lee Shannon ,1,79932,4,5,4000,1182767,3300,10228.8396,
9209H W Burges Dr ,1,79925,3,2.5,1844,284950,2135,2625.109213,
4760 Pine Creek Ln ,1,79922,5,5,4421,1100000,3300,9540.762709,
11831 Vere Leasure Dr ,1,79936,3,2,1136,185000,2100,1789.982819,
10113 Cork Dr ,1,79925,3,2,1675,208000,1395,1896.591494,
11777 Snow Hawk Dr ,1,79936,3,2,1075,165000,1400,1539.714406,
6279 Viale Del Sol Ave ,1,79932,3,2,1669,260000,1575,2350.489368,
Roma Ave ,1,79938,3,1.5,4300,300000,3200,2878.026193,
1617 Rey Del Sol Ct ,1,79911,3,2.5,2353,348000,2500,3193.070384,
10840 Onyxstone St ,1,79924,3,2,1055,198000,1380,1811.657288,
11512 Clear Lake Cir ,1,79936,4,2,1577,229900,1580,2100.855406,
240 Sofia Pl ,1,79907,2,1,1450,140000,895,1271.27889,
1516 Bill Mueller Pl ,1,79912,3,2,1526,276000,1800,2510.504098,
7399 Mule Team Dr ,1,79911,5,2.5,2886,565000,2235,4965.282664,
1842 Stirrup Pl ,1,79911,5,3.5,2805,766900,2795,6710.962293,
320 Via Cremonia Way ,1,79932,3,3.5,2426,305000,1995,2774.993297,
7480 Norte Chile ,1,79934,5,3.5,3404,399950,3100,3696.952587,
9517 Gschwind Ave ,1,79924,4,2,2151,220000,2095,2080.352542,
11157 Leo Collins Dr ,1,79936,4,5.5,4143,550000,3000,4932.381355,
417 Willow Glen Dr ,1,79922,4,6,3841,1299900,3300,11202.6155,
6700 Escondido Dr Apt B6 ,1,79912,2,2,1082,115000,1100,1088.043374,
1104 Thunderbird Dr ,1,79912,4,3,3373,699900,3520,6240.963109,
1421 VA Quijano Ln ,1,79912,4,5,4700,2500000,3300,21179.55161,
12317 Kit Carson Dr ,1,79936,4,3,2195,299999,2500,2794.01788,
3707 San Mateo Ln ,1,79902,3,4,3111,549900,1900,4799.550013,
5120 LA Taste Ave ,1,79924,3,3,2144,235000,2285,2227.853852,
11949 Crown Royal Dr ,1,79936,3,3,1688,259900,1650,2358.658026,
9128 Shaver Dr ,1,79925,3,2,2072,304995,1885,2761.75173,
11705 Autumn Wheat Dr ,1,79934,3,2,1145,189000,1395,1738.636502,
7105 Majorca Ct ,1,79912,3,2,1419,242000,1950,2245.847796,
517 DE Vargas Dr ,1,79905,3,2,1625,204950,1600,1895.835561,
8909 Otyokwa Way ,1,79907,3,1,1148,125000,1350,1201.177581,
5725 Tamburo Ct ,1,79905,4,2,1397,115000,1295,1111.443374,
5425 Francisco Roque Dr ,1,79934,4,2,1818,249950,1750,2287.93949,
1800 Paseo Real Cir ,1,79936,4,3,2943,500000,2800,4492.710322,
6404 Cadence Dr ,1,79932,4,5,4633,1400000,3300,12034.7889,
9285 McCabe Dr ,1,79925,3,2,1796,379000,1995,3390.186424,
708 Dover Ct ,1,79922,5,3,2581,579000,3730,5261.070553,
10803 Loma De Amor Ln ,1,79934,4,2,2490,330000,1900,2971.428813,
888 Crystal Deer Dr ,1,79928,4,3,2110,265950,2600,2522.954221,
12352 Lupe Rivera Dr ,1,79936,4,2,2053,275000,1925,2517.190677,
5424 Francisco Roque Dr ,1,79934,3,4,2086,254999,1900,2347.913951,
11541 Merejildo Madrid St ,1,79934,3,2.5,1922,249900,1795,2292.923819,
4325 Jon Cunningham Blvd ,1,79934,5,2,2500,349900,1900,3136.865884,
5965 Goldfield St ,1,79938,4,3,2000,159950,2250,1599.731632,
1721 Tommy Aaron Dr ,1,79936,5,3,3701,649000,3000,5755.409999,
6000 Oleaster Dr ,1,79932,5,7,6007,644800,3300,5756.493632,
12580 Polo Norte ,1,79934,4,2,1750,279950,1695,2530.74211,
14441 Eastbrook Dr ,1,79938,4,3,2946,289999,2800,2746.883674,
4128 Perth Dr ,1,79922,3,2,1866,250000,1635,2274.555161,
4741 R T Cassidy Dr ,1,79924,3,2,1870,230000,1500,2092.086748,
656 Cox Rd ,1,79932,5,10,6782,3000000,3300,25336.26193,
1305 E California Ave ,1,79902,3,2,1600,325000,2199,2965.74171,
13627 Hazlewood St ,1,79928,4,3.5,2031,302900,2600,2830.135113,
817 Live Oak Dr ,1,79932,5,4,3618,599000,3100,5351.738966,
2065 Howard Jones Pl Unit A ,1,79938,4,2.5,2190,275000,2135,2542.390677,
225 Liberty St ,1,79907,5,2,2254,199500,2135,1914.727419,
4244 Loma Taurina Dr ,1,79934,3,2.5,2325,310000,2100,2829.1604,
1512 Wyoming Ave ,1,79902,4,3,1838,50000,1750,625.6710322,
939 Rim Rd ,1,79902,4,6,6268,1650000,3300,14113.14406,
12280 Heathrow Ct ,1,79928,4,2.5,1417,205000,1999,1944.131232,
11468 Park Lane Ave ,1,79927,3,2,1575,242500,1800,2232.004506,
4905 Silver Ranch Ave ,1,79934,3,2.5,1877,257999,1795,2360.254213,
10625 Park View Cir ,1,79935,3,2,1636,259900,1650,2358.658026,
12867 Runway Ave ,1,79928,3,2,1726,274950,1545,2471.175006,
8700 Winchester Rd ,1,79907,3,2,3416,200000,2200,1926.684129,
15574 Mechem St ,1,79928,3,2,1472,210000,1675,1946.818335,
12220 Costa Brava Pl ,1,79938,3,2.5,1467,227950,2150,2153.044236,
1472 Luz De Estela Ct ,1,79912,3,2.5,1828,365000,2135,3290.598535,
501 Rim Rd ,1,79902,3,5,4719,1350000,3300,11619.11787,
2904 Chaswood St ,1,79935,3,2,1514,234950,1500,2133.238181,
11437 Elsa Maldonado ,1,79934,4,3.5,3094,418000,3100,3847.00983,
1109 Madeline Dr ,1,79902,4,3,2276,545000,1875,4755.814251,
12669 Katherine Brennand Rd ,1,79928,4,3,2421,327000,2295,2993.888551,
51065 Fox Ave ,1,79934,4,3,1914,362950,1750,3227.356023,
5821 Hidden Village Ct ,1,79932,5,3.5,3440,899900,3100,7853.247238,
200 Reigate Dr ,1,79928,4,2,1762,255000,1835,2340.122264,
12273 Holy Springs Ct ,1,79928,3,2,1930,249500,1700,2278.198451,
1908 Solano Dr ,1,79935,6,3,2719,209700,2050,1989.324309,
5139 Garry Owen Rd ,1,79903,4,2,2552,219900,2450,2122.1212,
5925 Via Cuesta Dr ,1,79912,4,4,2659,480000,3950,4464.44191,
4913 Round Rock Dr ,1,79924,3,2,1945,233000,1500,2117.02701,
108 Fountain Rd ,1,79912,3,2,1254,180000,1325,1655.415716,
6271 Paloma Dr ,1,79924,3,3,1969,244900,1885,2262.156716,
7277 Plum Ave ,1,79915,3,2,1376,180000,1499,1676.295716,
1362 Golden Ln ,1,79936,5,4,4127,655000,3000,5805.290522,
2305 Enchanted Dove Way ,1,79911,4,3,2235,465950,4319,4391.91835,
10917 Nathan Bay Dr ,1,79934,4,2,1331,209900,1450,1918.986993,
643 Teichelkamp Dr ,0,79928,3,1.5,1106,150000,1795,1462.413097,
3000 Park Creek Pl ,1,79938,4,4,2683,375000,2145,3374.932742,
8024 Tonto Pl ,1,79904,4,4,3561,479900,3520,4412.010568,
1800 N Stanton St Apt 805 ,1,79902,1,1,926,249000,975,2187.041741,
3246 Stone Edge Rd ,1,79904,4,2,1815,289000,2450,2696.578566,
232 Osaple Cir ,1,79932,2,1.5,684,95000,850,891.7749613,
3181 Mansour Farah St ,1,79938,4,2.5,2336,221450,2195,2104.407002,
6208 Lovebird Ln ,1,79924,4,2.5,1489,214950,1295,1942.369768,
4524 Shady Willow Dr ,1,79922,4,4,3576,699000,3100,6183.081031,
13421 Soleen Rd ,1,79938,7,4,4000,469000,3000,4258.994282,
7334 Camino Del Sol Dr ,1,79911,3,2,2126,295000,2035,2696.65909,
3920 Emory Rd ,1,79922,4,3,3275,400000,1900,3553.368258,
812 Marimba Dr ,1,79912,3,2,1637,272000,2000,2501.250415,
10456 Centaur Dr ,1,79924,3,2,1014,147000,1175,1363.072835,
14504 John McNeely Ave ,1,79938,5,3,2885,495000,2800,4451.143219,
10936 Ray Mena Ln ,1,79934,4,2,1793,258950,1995,2392.160276,
441 James St ,1,79915,4,3,2761,575000,2500,5080.216871,
10229 Singapore Ave ,1,79925,3,2,2127,239950,2035,2239.005284,
3660 Tierra Inca Dr ,1,79938,3,2.5,2333,317000,1835,2855.554344,
3908 Tierra Lana Way ,1,79938,3,2,1242,169000,1425,1575.968089,
5402 Raymond Telles Dr ,1,79924,4,2,1631,220000,1590,2019.752542,
5648 Valley Oak Dr ,1,79932,3,2.5,2254,425000,2100,3785.203774,
14324 Coyote Dr ,1,79938,5,2.5,2679,259900,2045,2406.058026,
960 Glasswing Ct ,1,79928,3,2,1370,217000,1450,1978.01228,
10624 Riverwood Dr ,1,79935,4,2,2032,256000,1925,2359.235685,
10222 Lakeview Dr ,1,79924,4,2,1429,175000,1795,1670.248613,
148 Camino Barranca Dr ,1,79912,5,5,6092,1166000,3300,10089.44847,
205 Smith Rd ,1,79907,5,3,3288,474950,3520,4370.859135,
6420 Cloudview Dr ,1,79912,5,3,2886,379900,3000,3518.268503,
14601 Tierra Resort Ave ,1,79938,4,3,2600,525000,2500,4664.545839,
3413 Tierra Lorena Dr ,1,79938,4,4,2618,398950,2500,3616.639166,
914 N Dallas St ,1,79902,3,2,1928,255000,1700,2323.922264,
1776 Sadie Mae Pl ,1,79928,4,2.5,2055,359950,2300,3268.415761,
1105 Summer Breeze Pl ,1,79928,4,3,1672,259900,2135,2416.858026,
1261 Olga Mapula Dr ,1,79936,4,2,2061,299950,1925,2724.610522,
5122 Jerry St ,1,79924,4,2,1374,185000,1450,1711.982819,
1137 Arizona Ave ,1,79902,5,5.5,3699,799950,3520,7072.720845,
11657 Norman Montion Dr ,1,79936,3,2.5,1828,234000,1475,2122.340431,
1777 Urijah Pl ,1,79928,4,2.5,2031,367950,2300,3334.923126,
14809 Ted Banks Ave ,1,79938,4,2,1687,265000,1725,2410.056471,
2077 Charles Horak Pl ,1,79938,3,2,1676,269000,1575,2425.310153,
600 LA Cruz Dr ,1,79902,4,4,2770,420000,3950,3965.636671,
5591 River Run St ,1,79932,4,4,2756,625000,2050,5441.887903,
5041 Copper Ranch Ave ,1,79934,3,2.5,2150,289125,2095,2655.017744,
1821 Polly Harris Dr ,1,79936,3,2,1723,232000,1735,2136.91359,
1214 Stockwell Ln ,1,79902,3,2,1625,300000,2199,2757.906193,
3119 Red Creek Dr ,1,79938,3,2,1611,259950,1755,2371.673697,
521 Randolph Dr ,1,79902,5,4,2960,370000,1900,3303.965639,
733 Rinconada Ln ,1,79922,5,3,3473,699000,1900,6039.081031,
5595 Upper Valley Rd ,1,79932,4,3,3350,850000,1900,7294.407548,
9105 Roanoke Dr ,1,79924,3,2,1629,239950,1900,2222.805284,
3324 Old Spanish Trl ,1,79904,5,3,2620,349900,1875,3133.865884,
1630 Rim Rd ,1,79902,5,3,4990,1450000,3300,12450.45994,
6116 Via Aventura Dr ,1,79912,3,2.5,3030,488500,2750,4391.105985,
5315 Montoya Dr ,1,79932,5,5,5591,1499000,3300,12857.81755,
8656 N Loop Dr ,1,79907,3,4,5491,475000,3300,4344.874806,
10893 Duster Dr ,1,79934,3,2.5,1682,229000,1650,2101.773328,
252 Cutlass Dr ,1,79932,5,2.5,1847,270000,2100,2496.623574,
4821 Kiko A Fierro Dr ,1,79938,4,2,1513,225000,1500,2050.519645,
7228 Lady Hawk Ct ,1,79912,3,2.5,1754,259900,2000,2400.658026,
1130 Del Norte St ,1,79915,4,2.5,1828,195000,2400,1909.117026,
8209 Tonto Pl ,1,79904,4,3,2635,359500,1875,3213.674722,
10056 Kenworthy St ,1,79924,4,2,1216,119000,1435,1161.497057,
860 Ascencion St ,1,79928,2,2,1146,120000,1395,1165.010477,
913 Ash Ln ,1,79925,3,3,2189,271600,2285,2532.125047,
504 Sharondale Dr ,1,79912,4,3,2895,630000,3000,5597.455006,
3652 Sammy Reece Pl ,1,79938,3,2,2032,265000,1735,2411.256471,
1512 Rocky Bluff Dr ,1,79902,6,4,3371,685000,3520,6117.093142,
113 Lafayette Dr ,1,79915,4,3,3102,315000,1900,2846.727503,
2720 Mike Price Dr ,1,79938,5,3,2691,349950,2145,3166.681555,
3001 Harrison Ave ,1,79930,4,2,1479,237000,1600,2162.280693,
695 Teichelkamp Dr ,1,79928,3,3,2145,258000,2600,2456.862526,
7301 Desierto Rico Ave ,1,79912,4,2.5,1768,299900,2000,2733.194851,
10815 Loma De Amor Ln ,1,79934,3,2,1921,309000,1750,2778.846979,
5869 Kobe Bryant St ,1,79924,4,4,2620,385950,3950,3682.564698,
10355 Bayo Ave ,1,79925,4,2,2939,300000,1900,2722.026193,
512 N Grama St ,1,79903,3,2.5,1516,209000,2199,2001.384915,
10960 Golden Pond Dr ,1,79934,4,2.5,1809,245000,1795,2252.188058,
74 Northwind Dr ,1,79912,4,3,2309,389000,2750,3563.920631,
2201 Tierra Zaria Pl ,1,79938,4,2.5,2293,438950,2195,3912.575992,
5536 Ventana Del Sol Dr ,1,79912,4,3,3426,499888,3520,4578.179219,
6029 Ojo De Agua Dr ,1,79912,5,4,3479,619000,3520,5568.407379,
14024 Sandy Rock Dr ,1,79938,4,2.5,1988,240000,2250,2265.220955,
11277 Cattle Ranch St ,1,79934,4,3,1496,245000,1600,2228.788058,
4761 Debeers Dr ,1,79924,3,1.5,1544,160000,1800,1546.147303,
1711 N Kansas St ,1,79902,4,3,3106,1200000,1900,10204.10477,
11680 Great Abaco Ct ,1,79936,3,2.5,1716,245000,1795,2252.188058,
1784 Sadie Mae Pl ,1,79928,4,2.5,1987,347950,2250,3162.654713,
304 Merced Ct ,1,79932,4,3,2610,449950,2500,4040.623619,
8400 Bowers Ave ,1,79907,4,5,2750,340000,3950,3300.563019,
13745 Paseo Las Nubes Dr ,0,79928,5,2.5,2695,275000,1630,2481.790677,
9000 Sinaloa Ln ,1,79907,4,2,2040,159000,1585,1512.033883,
220 Blacker Ave ,1,79902,4,4,2758,799900,3950,7123.905174,
412 Gallagher St ,1,79915,4,3,2268,259000,2150,2411.175947,
6332 El Risco St ,1,79912,5,4,3144,534950,1900,4675.264374,
5905 Pompano Ave ,1,79924,3,2,1014,179000,1175,1629.102295,
14576 Desierto Lindo Ave ,0,79928,3,2,1113,184500,1795,1749.226109,
2205 Tremont Ave ,1,79930,4,2,1657,229950,1590,2102.471077,
12129 Silver Crown Rd ,1,79928,4,2.5,2649,339950,1630,3021.747348,
1786 Sadie Mae Pl ,1,79928,4,2.5,2023,354950,2300,3226.848658,
4808 Titanic Ave ,1,79904,4,2.5,2049,399999,1585,3515.559945,
12140 Mesquite Thorn Dr ,1,79934,4,2,1520,244000,1600,2220.474637,
2028 Desert Sun Dr ,1,79938,3,2.5,2305,274800,1835,2504.727993,
14180 Honey Point Dr ,1,79938,4,2.5,1864,249950,1850,2299.93949,
7412 Rio Rimac ,1,79934,4,2.5,2501,334950,2600,3096.580245,
1419 Monte Negro Dr ,1,79935,5,2,2300,299999,2135,2750.21788,
6292 Los Bancos Dr ,1,79912,4,3,2781,470000,2500,4207.307703,
2259 Nancy McDonald Dr ,1,79936,4,3,1778,279000,1675,2520.44436,
6317 Camino Pinon Pl ,1,79932,5,5,5713,1475000,3300,12658.29545,
3501 N Stanton St ,1,79902,3,2,2042,465000,1585,4055.9406,
12102 Frank Cordova Cir ,1,79936,3,2.5,2248,329000,2100,2987.115392,
3280 Vogue Dr ,1,79935,4,3,2134,289999,1900,2638.883674,
6321 Franklin Crest Dr ,1,79912,3,2.5,3411,575000,2200,5044.216871,
1905 William Caples St ,1,79938,4,2,1704,267500,1895,2451.240023,
51050 Desert Sunflower Ave ,1,79934,4,2.5,2142,312950,2095,2853.084991,
716 Desert Ash Dr ,1,79928,4,2.5,2034,255000,2300,2395.922264,
14400 Simpson Rd ,1,79938,3,2,1382,368000,1650,3257.338797,
1460 Backus St ,1,79925,5,3,2611,435000,3730,4063.937981,
3813 Tierra Zafiro Dr ,1,79938,3,2,1350,170000,1350,1575.28151,
14832 Ted Banks Ave ,1,79938,3,2,1537,230000,1725,2119.086748,
7309 Norte Grande ,1,79934,4,2,1550,269950,1580,2433.807903,
1115 Los Jardines Cir ,1,79912,4,3,3027,599000,1900,5207.738966,
845 Lakeway Dr ,1,79932,4,4,3405,639000,3100,5684.275792,
13453 Highworth ,1,79928,3,3,1854,344950,1895,3095.114451,
6525 Loma De Cristo Dr ,1,79912,4,4,3885,690000,3300,6132.260245,
14920 Tierra Isaiah Ave ,1,79938,4,2,1529,244950,1775,2249.372387,
1048 Miss Bev Ave ,1,79932,3,2.5,2084,399000,1800,3533.054837,
12360 Tierra Plata Dr ,1,79938,4,3,2370,289000,2600,2714.578566,
12520 Blazing Star Dr ,1,79928,4,2,2210,296000,2135,2716.972511,
12368 Stansbury Dr ,1,79928,4,5,3373,610000,3100,5443.186593,
14584 John McNeely Ave ,1,79938,4,3,1825,350950,1795,3132.994975,
724 Kapriz Ave ,1,79932,4,3.5,2844,420000,2050,3737.636671,
208 Viking Dr ,1,79912,4,2,2080,290000,1695,2614.291987,
504 Moondale Dr ,1,79912,4,3,2684,498000,2450,4434.083481,
1947 Estrada Dr ,1,79936,3,1.5,1056,155000,1400,1456.5802,
5733 Burning Tree Dr ,1,79912,4,3,2473,319900,3400,3067.463264,
6648 Contessa Rdg ,1,79912,4,3.5,3132,699000,1900,6039.081031,
7305 Enchanted Point Dr ,1,79911,4,3,2552,497950,3200,4523.66781,
12469 Sombra Grande Dr ,1,79938,4,2,1288,199950,1425,1833.268458,
8712 Marble Dr ,1,79904,4,3,1465,210000,1350,1907.818335,
5836 Mira Serena Dr ,1,79912,3,3,2061,350000,3000,3269.697226,
14940 Tierra Eliana Ave ,1,79938,4,2,1504,259450,1520,2339.316986,
4416 Loma De Brisas Dr ,1,79934,3,2,1622,255000,1900,2347.922264,
6517 Isla Del Rey Dr ,1,79912,4,3,3760,619000,3300,5542.007379,
14240 Earl Chokiski Ave ,1,79938,4,2.5,2004,280000,2000,2567.757781,
12777 Col Charles Branson Dr ,1,79938,4,2,1309,211950,1450,1936.029506,
165 Vin Zamora Ln ,1,79912,3,3,2417,535000,2300,4723.680045,
14904 Jack White Ave ,1,79938,4,2.5,1780,295000,1595,2643.85909,
1780 Sadie Mae Pl ,1,79928,4,2.5,1987,347950,2250,3162.654713,
14017 Volcanic Rock Dr ,1,79938,3,2,1590,220000,1850,2050.952542,
4011 Las Vegas Dr ,1,79902,4,3,2810,735000,1875,6335.364174,
6340 LA Posta Dr ,1,79912,5,3,3384,599900,3520,5409.621045,
4725 Excalibur Dr ,1,79902,5,6,4629,849950,3300,7461.991877,
6144 Patricia Elena Pl ,1,79932,4,3,2610,449950,2500,4040.623619,
12624 Zollinger Ave ,1,79938,4,2.5,1873,294950,2600,2764.043419,
14620 Tierra Resort Ave ,1,79938,5,3,2460,460000,2600,4136.173497,
333 Rio Del Rancho Ct ,1,79932,4,3,1967,499000,1750,4358.396902,
5009 Cedar Sands Ln ,1,79924,3,2,1780,226000,2200,2142.833066,
1605 Plaza Central Ln ,1,79912,3,2,1286,239000,1325,2145.907534,
339 Medina St ,1,79905,7,3,2590,229950,1875,2136.671077,
13369 Emerald Pearl Dr ,1,79928,4,2.5,2277,426950,1995,3788.814944,
3413 Tierra Cecil Pl ,1,79938,4,3,2431,325000,2600,3013.86171,
51046 Desert Sunflower Ave ,1,79934,4,2,1723,277950,1735,2518.915268,
1701 Bull Ring St ,1,79928,4,3,1914,343950,1750,3069.401031,
108 Calle Corrales ,1,79912,9,6.5,7595,1989800,3300,16938.0444,
2595 Chapel Run Pl ,1,79936,3,2,1294,199000,1519,1836.650708,
11466 Joe Watson Ct ,1,79936,3,2.5,1796,219990,1795,2044.269408,
7488 Norte Chile ,1,79934,4,2.5,1850,289950,1670,2610.876316,
11485 Ed Merrins Dr ,1,79936,2,1,976,170000,1200,1557.28151,
10405 Sugarberry Dr ,1,79925,3,2,1459,205000,1600,1896.251232,
5748 Mira Grande Dr ,1,79912,4,4,2254,498950,3950,4621.981231,
12268 Rancho Dr ,1,79936,4,3.5,3843,665000,3000,5888.424729,
704 McKelligon Dr ,1,79902,5,3,3526,598500,3520,5397.982256,
6963 Canyon Ridge Way ,1,79912,4,3,2069,365000,3000,3394.398535,
12636 Paseo Rosannie Ave ,1,79928,4,2.5,2199,280000,1995,2567.157781,
748 Lomita Dr ,1,79907,4,2,2300,250000,2135,2334.555161,
10372 Thor St ,1,79924,4,1.5,1690,167181,1590,1580.645977,
1713 Karl Wyler Dr ,1,79936,3,3,1101,135000,1350,1284.311787,
1003 E Rio Grande Ave ,1,79902,5,5,4349,498998,3300,4544.380275,
2016 Paseo Del Prado Dr ,1,79936,4,4,3170,599900,2250,5257.221045,
11820 Auburn Sands Dr ,1,79934,3,2,1188,197000,1425,1808.743867,
1236 LA Cruz Dr ,1,79902,4,3,3051,499900,1900,4383.87898,
5800 Tarpon Dr ,1,79924,3,1.5,1240,179900,1335,1655.784374,
13978 Vaquero Rock Dr ,1,79938,3,2,1590,209000,1850,1959.504915,
6445 Pinolo Way ,1,79932,4,2.5,3092,468500,2200,4158.837572,
7423 Sidewinder Bend Dr ,1,79911,4,2.5,2157,465900,1775,4086.222678,
420 Duran Pl ,1,79915,3,1,1737,89000,2000,979.8944374,
14273 Bailee Point Ln ,1,79938,4,2,1470,220000,1585,2019.152542,
12404 Tierra Maria Ct ,1,79938,3,2,1337,185000,1700,1741.982819,
13452 Emerald Crystal Dr ,1,79928,4,3,2427,414000,2295,3717.156147,
349 Maricela Dr ,1,79915,3,2,1248,180000,1325,1655.415716,
3908 Hercules Ave ,1,79904,3,2,1216,162000,1600,1538.774144,
51122 Sand Verbena Ave ,1,79934,4,3,1879,341950,1750,3052.77419,
51053 Fox Ave ,1,79934,4,2,1723,274950,1735,2493.975006,
200 Saul Ct ,1,79927,5,2.5,3181,295000,2200,2716.45909,
13705 Olney Ave ,1,79928,3,2,1497,230000,1675,2113.086748,
14945 Pebble Hills Blvd ,1,79938,3,2,1302,229470,1450,2081.680635,
4813 Flower Dr ,1,79905,3,1.5,900,144900,1095,1336.014651,
805 Villa Flores Dr ,1,79912,6,3.5,2476,350000,2400,3197.697226,
11337 Santiago Roque Dr ,1,79934,5,2.5,2285,297000,2100,2721.085932,
14585 John McNeely Ave ,1,79938,4,3,1866,361950,1850,3231.042602,
5348 Ignacio Frias Dr ,1,79934,4,2.5,2419,319000,2600,2963.981186,
14817 Willie Worsley Ave ,1,79938,3,2,1339,220000,1700,2032.952542,
5305 Anchorage Ave ,1,79924,4,2,2095,184500,1695,1737.226109,
13376 Emerald Glass Dr ,1,79928,4,3,2135,328790,2600,3045.369574,
1470 Gene Torres Dr ,1,79936,4,2,1963,199999,1695,1866.075816,
4929 Pikes Peak Dr ,1,79904,3,3,1161,153000,1350,1433.953359,
1778 Sadie Mae Pl ,1,79928,4,2.5,2023,354950,2300,3226.848658,
1609 Camino Alto Rd ,1,79902,4,3.5,7139,3400000,3300,28661.63019,
11459 Napolske Ct ,1,79936,3,2.5,1550,225000,1575,2059.519645,
4560 Brighton Ln ,1,79902,3,3,2149,340000,1875,3051.563019,
209 Smith Rd ,1,79907,4,3,4204,650000,3300,5799.723419,
226 Buena Vista St ,1,79905,3,2,1816,268450,2450,2525.737772,
6229 LA Posta Dr ,1,79912,5,3,3394,540000,3520,4911.647148,
343 Crimson Cloud Ln ,1,79912,4,5,3412,695000,3520,6200.227348,
10928 Tom Weiskopf Dr ,1,79936,3,2,1405,245000,1625,2231.788058,
6985 Granero Dr ,1,79912,4,3,2998,299900,1900,2721.194851,
509 Leslie Ward Ct ,1,79922,4,3,2866,494945,3000,4474.685981,
6608 Paseo Redondo Ave ,1,79912,4,4,2494,329995,3950,3217.387246,
832 Agua Caliente Dr ,1,79912,3,2,1766,324500,2000,2937.704999,
4804 Portsmouth Blvd ,1,79922,4,4,2892,629000,3000,5589.141586,
761 Cedarwood Ave ,1,79928,4,2,2000,305000,2250,2805.593297,
6414 Cadence River Dr ,1,79932,4,4.5,3795,1275000,3300,10995.61132,
5437 Doug Allan Ln ,1,79932,4,3.5,2979,495000,3100,4487.143219,
Christine ,1,79938,2,1,1000,94500,1200,929.6182509,
12004 Prairie Ridge St ,1,79934,4,2,1976,210000,2250,2015.818335,
380 Borrett St ,1,79907,3,3,3157,664950,1900,5756.009058,
10709 Deion Sanders Dr ,1,79924,4,2,1800,318950,1995,2890.965515,
11149 Loma Escondida Dr ,1,79934,3,2,1359,215000,1835,2007.585439,
3526 Lincoln Ave ,1,79930,4,2,2121,234950,1875,2178.238181,
621 E Hague Rd ,1,79902,4,4,3527,1100000,3520,9567.162709,
3864 Loma Brisa Dr ,1,79938,4,2,1299,227000,1450,2061.146486,
446 El Camino Dr ,1,79912,4,2,1999,198999,1950,1888.362395,
4745 Loma De Plata Dr ,1,79934,4,2,1310,219000,1450,1994.639121,
2386 Enchanted Knoll Ln ,1,79911,5,3.5,2640,449950,3730,4188.223619,
2820 Devils Tower Cir ,1,79904,3,2,1885,299900,2450,2787.194851,
3103 Mobile Ave ,1,79930,4,2,1762,195000,1400,1789.117026,
6628 Mariposa Dr ,1,79912,4,2,2191,349000,2135,3157.583805,
